A2M NP_000005.3
RHO NP_000530.1
RHOD NP_055393.1
RHOH NP_004301.1
RHOXF1 NP_644811.1
RHOXF2 NP_115887.1
RHPN2 NP_149094.3
RIC3 NP_001193600.1
RIC8B NP_001317074.1
RIF1 NP_060621.3
RILP NP_113618.2
RIMBP2 NP_056162.4
RIMKLB NP_001284705.1
RIMS2 NP_001093587.1
RIN2 NP_061866.1
RIN3 NP_079108.3
RINL NP_940847.1
RINT1 NP_068749.3
RIOK1 NP_113668.2
RIOK2 NP_060813.2
RIPK2 NP_003812.1
RIPK4 NP_065690.2
RIPOR1 NP_078795.2
RIT1 NP_008843.1
RLBP1 NP_000317.1
RLF NP_036553.2
RLIM NP_057204.2
RLN3 NP_543140.1
RMC1 NP_037458.3
RMND1 NP_060379.2
RNASE2 NP_002925.1
RNASE4 NP_002928.1
RNASEH2A NP_006388.2
RNASEH2B NP_001135751.1
RNASEH2B NP_078846.2
RNASEH2C NP_115569.2
RNASEL NP_066956.1
RNASET2 NP_003721.2
RNF10 NP_055683.3
RNF103 NP_005658.1
RNF113A NP_008909.1
RNF114 NP_061153.1
RNF123 NP_071347.2
RNF125 NP_060301.2
RNF128 NP_919445.1
RNF135 NP_115698.3
RNF144B NP_877434.2
RNF168 NP_689830.2
RNF17 NP_112567.2
RNF170 NP_112216.3
RNF182 NP_689950.1
RNF183 NP_001358166.1
RNF216 NP_996994.1
RNF32 NP_112198.1
RNF43 NP_060233.3
RNF8 NP_003949.1
RNLS NP_001026879.2
RNPEP NP_064601.3
ROBO1 NP_002932.1
ROBO2 NP_001122401.1
ROBO3 NP_071765.2
ROBO4 NP_061928.4
ROGDI NP_078865.1
ROR1 NP_005003.2
ROR2 NP_004551.2
RORC NP_005051.2
ROS1 NP_002935.2
RP1 NP_006260.1
RP1L1 NP_849188.4
RP2 NP_008846.2
RPA1 NP_002936.1
RPE65 NP_000320.1
RPF2 NP_115570.1
RPGR NP_000319.1
RPIA NP_653164.2
RPL10 NP_006004.3
RPL10L NP_542784.1
RPL18A NP_000971.1
RPL21 NP_000973.2
RPL28 NP_000982.2
RPL28 NP_001129606.1
RPL32 NP_000985.1
RPL3L NP_005052.1
RPL5 NP_000960.2
RPL6 NP_000961.2
RPLP0 NP_000993.1
RPN2 NP_002942.2
RPP14 NP_008973.1
RPP38 NP_892117.1
RPRD2 NP_056018.2
RPS10 NP_001005.1
RPS18 NP_072045.1
RPS19 NP_001013.1
RPS19BP1 NP_919307.1
RPS26 NP_001020.2
RPS3A NP_000997.1
RPS6KA2 NP_001006933.3
RPS6KA3 NP_004577.1
RPS6KA4 NP_003933.1
RPUSD2 NP_689473.1
RPUSD3 NP_775930.2
RRAGA NP_006561.1
RRAS NP_006261.1
RRAS2 NP_036382.2
RRBP1 NP_001352542.1
RRBP1 NP_004578.3
RREB1 NP_001003699.1
RRH NP_006574.1
RRM1 NP_001024.1
RRN3 NP_060897.3
RRP12 NP_055994.2
RRS1 NP_055984.1
RS1 NP_000321.1
RSC1A1 NP_006502.1
RSL1D1 NP_056474.2
RSPH1 NP_543136.1
RSPH3 NP_001333347.1
RSPH9 NP_689945.2
RSPO4 NP_001025042.2
RSPRY1 NP_588609.1
RTEL1 NP_001269938.1
RTEL1 NP_057518.1
RTN2 NP_005610.1
RTN3 NP_958831.1
RTN4IP1 NP_116119.2
RTN4RL1 NP_848663.1
RTN4RL2 NP_848665.1
RTP4 NP_071430.2
RTP5 NP_776182.2
RUFY1 NP_079434.3
RUNDC1 NP_775102.3
RUNDC3B NP_612147.1
RUNX2 NP_001019801.3
RUSC2 NP_055621.2
RUVBL2 NP_006657.1
RWDD3 NP_056300.3
RXFP1 NP_067647.2
RXFP2 NP_570718.1
RXFP3 NP_057652.1
RXFP4 NP_871001.1
RXYLT1 NP_055069.1
S100A2 NP_005969.2
S100A6 NP_055439.1
S100A9 NP_002956.1
S100PBP NP_073590.2
S1PR2 NP_004221.3
S1PR4 NP_003766.1
S1PR5 NP_110387.1
SAA1 NP_954630.2
SAE1 NP_005491.1
SAFB NP_001188267.1
SAGE1 NP_001368831.1
SALL3 NP_741996.2
SALL4 NP_065169.1
SAMD4B NP_001371503.1
SAMD9 NP_060124.2
SAMHD1 NP_056289.2
SAMM50 NP_056195.3
SAR1B NP_057187.1
SARAF NP_057211.4
SARDH NP_001128179.1
SARS1 NP_006504.2
SART1 NP_005137.1
SART3 NP_055521.1
SASS6 NP_919268.1
SATB2 NP_001165980.1
SAV1 NP_068590.1
SBDS NP_057122.2
SC5D NP_008849.2
SCAF11 NP_004710.2
SCAMP4 NP_524558.1
SCAMP5 NP_620417.1
SCAND1 NP_361012.3
SCARA3 NP_057324.2
SCARB1 NP_005496.4
SCARB2 NP_005497.1
SCARF1 NP_003684.2
SCD NP_005054.3
SCFD1 NP_057190.2
SCFD2 NP_689753.2
SCGN NP_008929.2
SCIN NP_001106177.1
SCLT1 NP_653244.2
SCN10A NP_006505.3
SCN1A NP_008851.3
SCN1B NP_001028.1
SCN1B NP_950238.1
SCN2A NP_001035232.1
SCN2B NP_004579.1
SCN4B NP_777594.1
SCN5A NP_000326.2
SCN7A NP_002967.2
SCNN1A NP_001029.1
SCNN1A NP_001153048.1
SCNN1B NP_000327.2
SCNN1G NP_001030.2
SCO1 NP_004580.1
SCO2 NP_005129.2
SCPEP1 NP_067639.1
SCRN1 NP_001138986.1
SCRN3 NP_078859.2
SCTR NP_002971.2
SCUBE1 NP_766638.2
SCUBE3 NP_689966.2
SCYL1 NP_065731.3
SCYL2 NP_060458.3
SDCCAG8 NP_006633.1
SDF2L1 NP_071327.2
SDHA NP_004159.2
SDHAF2 NP_060311.1
SDHB NP_002991.2
SDHC NP_002992.1
SDHD NP_002993.1
SDK1 NP_689957.3
SDK2 NP_001138424.1
SDR39U1 NP_064580.2
SDR9C7 NP_683695.1
SDS NP_006834.2
SEC14L1 NP_001137470.2
SEC14L2 NP_036561.1
SEC16B NP_149118.2
SEC23A NP_006355.2
SEC23B NP_006354.2
SEC24A NP_068817.1
SEC24C NP_940999.1
SEC24D NP_055637.2
SEC31A NP_001070675.1
SEC62 NP_003253.1
SEC63 NP_009145.1
SECISBP2 NP_076982.3
SECISBP2L NP_055516.2
SEH1L NP_001013455.1
SEL1L3 NP_056002.2
SELE NP_000441.2
SELENBP1 NP_003935.2
SELL NP_000646.3
SEMA3A NP_006071.1
SEMA3C NP_006370.1
SEMA3D NP_001371829.1
SEMA3D NP_689967.2
SEMA3E NP_036563.1
SEMA4A NP_071762.2
SEMA4D NP_006369.3
SEMA4F NP_004254.2
SEMA4G NP_060363.2
SEMA5A NP_003957.2
SEMA5B NP_001026872.2
SEMA6A NP_065847.1
SEMA6B NP_115484.2
SEMA6C NP_001171532.1
SEMA6C NP_112175.2
SEMA6D NP_001345280.1
SEMA7A NP_003603.1
SENP2 NP_067640.2
SENP5 NP_689912.2
SENP6 NP_056386.2
SENP7 NP_065705.3
SEPHS1 NP_036379.2
SEPSECS NP_058651.3
SEPTIN14 NP_997249.2
SEPTIN3 NP_061979.3
SEPTIN9 NP_001106963.1
SERAC1 NP_116250.3
SERGEF NP_036271.1
SERINC2 NP_849196.2
SERPINA1 NP_000286.3
SERPINA12 NP_776249.1
SERPINA3 NP_001076.2
SERPINA4 NP_006206.2
SERPINA5 NP_000615.3
SERPINA7 NP_000345.2
SERPINA9 NP_001271205.1
SERPINB1 NP_109591.1
SERPINB11 NP_001357404.1
SERPINB12 NP_536722.1
SERPINB2 NP_002566.1
SERPINB3 NP_008850.1
SERPINB6 NP_004559.4
SERPINB7 NP_003775.1
SERPINC1 NP_000479.1
SERPIND1 NP_000176.2
SERPINE1 NP_000593.1
SERPINF1 NP_002606.3
SERPINF2 NP_000925.2
SERPING1 NP_000053.2
SERPINH1 NP_001226.2
SERPINI1 NP_005016.1
SERTAD1 NP_037508.2
SESN2 NP_113647.1
SESTD1 NP_835224.3
SETBP1 NP_056374.2
SETD1B NP_001340274.1
SETD2 NP_054878.5
SETD5 NP_001073986.1
SETDB2 NP_114121.2
SETMAR NP_001307605.1
SETX NP_055861.3
SEZ6 NP_849191.3
SEZ6L NP_066938.2
SF3A1 NP_005868.1
SF3B1 NP_036565.2
SF3B3 NP_036558.3
SFMBT1 NP_057413.2
SFMBT2 NP_001018049.1
SFRP2 NP_003004.1
SFRP5 NP_003006.2
SFSWAP NP_004583.2
SFTPA1 NP_005402.3
SFTPA2 NP_001092138.1
SFTPB NP_000533.4
SFTPC NP_001304707.1
SFTPC NP_003009.2
SFTPD NP_003010.4
SFXN2 NP_849189.1
SFXN4 NP_998814.1
SGCA NP_000014.1
SGCB NP_000223.1
SGCD NP_001121681.1
SGCE NP_003910.1
SGCG NP_000222.2
SGCZ NP_631906.2
SGIP1 NP_115667.2
SGK3 NP_001028750.1
SGPL1 NP_003892.2
SGSH NP_000190.1
SGSM2 NP_055668.2
SH2D1A NP_002342.1
SH2D4A NP_071354.2
SH2D4B NP_001375201.1
SH2D7 NP_001094874.1
SH3BP2 NP_001116153.1
SH3BP4 NP_055336.1
SH3D21 XP_016857835.1
SH3PXD2B NP_001017995.1
SH3RF2 NP_689763.4
SH3TC2 NP_078853.2
SHANK1 NP_057232.2
SHANK3 NP_277052.1
SHB NP_003019.2
SHBG NP_001031.2
SHC3 NP_058544.3
SHH NP_000184.1
SHKBP1 NP_612401.2
SHMT1 NP_004160.3
SHOC2 NP_031399.2
SHOX NP_000442.1
SHPRH NP_001036148.2
SHQ1 NP_060600.2
SHROOM3 NP_065910.3
SI NP_001032.2
SIDT1 NP_060169.2
SIGLEC1 NP_075556.1
SIGLEC11 NP_443116.2
SIGLEC5 NP_003821.1
SIGLEC6 NP_001236.4
SIGLEC7 NP_055200.1
SIGLEC8 NP_055257.2
SIGLEC9 NP_001185487.1
SIGMAR1 NP_005857.1
SIK1 NP_775490.2
SIL1 NP_071909.1
SIM2 NP_005060.1
SIMC1 NP_001295125.1
SIN3A NP_001138830.1
SIN3B NP_056075.1
SIPA1 NP_006738.3
SIPA1L1 NP_001373865.1
SIPA1L3 NP_055888.1
SIRPA NP_001035112.1
SIRPG NP_061026.2
SIRT1 NP_036370.2
SIRT2 NP_036369.2
SIRT3 NP_036371.1
SIRT4 NP_036372.1
SIRT5 NP_036373.1
SIRT6 NP_057623.2
SIX1 NP_005973.1
SIX3 NP_005404.1
SIX4 NP_059116.3
SIX6 NP_031400.2
SKA1 NP_659497.1
SKA2 NP_001094065.1
SKI NP_003027.1
SKIV2L NP_008860.4
SLA NP_001039021.1
SLA2 NP_115590.1
SLAMF1 NP_001317683.1
SLAMF7 NP_067004.3
SLAMF9 NP_254273.2
SLC10A1 NP_003040.1
SLC10A2 NP_000443.2
SLC11A1 NP_000569.3
SLC12A1 NP_000329.2
SLC12A2 NP_001037.1
SLC12A3 NP_000330.3
SLC12A3 NP_001119580.2
SLC12A5 NP_001128243.1
SLC12A7 NP_006589.2
SLC12A9 NP_064631.2
SLC13A2 NP_001139447.1
SLC13A2 NP_003975.1
SLC14A1 NP_056949.4
SLC14A2 NP_009094.3
SLC16A1 NP_003042.3
SLC16A5 NP_004686.1
SLC16A7 NP_001257552.1
SLC16A8 NP_037488.2
SLC17A8 NP_647480.1
SLC17A9 NP_071365.4
SLC18A2 NP_003045.2
SLC1A1 NP_004161.4
SLC1A2 NP_004162.2
SLC1A3 NP_004163.3
SLC1A4 NP_003029.2
SLC1A5 NP_005619.1
SLC22A10 NP_001034841.3
SLC22A12 NP_653186.2
SLC22A13 NP_004247.2
SLC22A14 NP_001306962.1
SLC22A15 NP_060890.2
SLC22A17 NP_057693.3
SLC22A17 NP_065105.2
SLC22A18 NP_002546.3
SLC22A7 NP_006663.2
SLC24A1 NP_004718.1
SLC24A3 NP_065740.2
SLC25A1 NP_005975.1
SLC25A10 NP_036272.2
SLC25A12 NP_003696.2
SLC25A15 NP_055067.1
SLC25A16 NP_689920.1
SLC25A19 NP_001119593.1
SLC25A2 NP_114153.1
SLC25A20 NP_000378.1
SLC25A22 NP_001177990.1
SLC25A26 NP_775742.4
SLC25A32 NP_110407.2
SLC25A37 NP_057696.2
SLC25A38 NP_060345.2
SLC25A4 NP_001142.2
SLC25A42 NP_848621.2
SLC25A46 NP_620128.1
SLC26A1 NP_071325.2
SLC26A2 NP_000103.2
SLC26A3 NP_000102.1
SLC26A4 NP_000432.1
SLC26A5 NP_945350.1
SLC26A9 NP_443166.1
SLC27A4 NP_005085.2
SLC27A5 NP_036386.1
SLC28A1 NP_004204.3
SLC29A3 NP_060814.4
SLC2A1 NP_006507.2
SLC2A10 NP_110404.1
SLC2A11 NP_001020110.1
SLC2A2 NP_000331.1
SLC2A3 NP_008862.1
SLC2A5 NP_003030.1
SLC2A7 NP_997303.2
SLC2A9 NP_064425.2
SLC30A10 NP_061183.2
SLC30A2 NP_001004434.1
SLC30A5 NP_075053.2
SLC34A2 NP_006415.3
SLC34A3 NP_001170787.2
SLC35A1 NP_006407.1
SLC35A2 NP_005651.1
SLC35A3 NP_036375.1
SLC35B2 NP_835361.1
SLC35D2 NP_008932.2
SLC35F5 NP_079457.2
SLC36A1 NP_510968.2
SLC36A2 NP_861441.2
SLC37A2 NP_001138762.1
SLC38A5 NP_277053.2
SLC38A8 NP_001073911.1
SLC39A10 NP_065075.1
SLC39A12 NP_001138667.1
SLC39A13 NP_001121697.2
SLC39A14 NP_001121903.1
SLC39A2 NP_055394.2
SLC39A4 NP_570901.3
SLC39A5 NP_775867.2
SLC39A8 NP_001128618.1
SLC39A9 NP_060845.2
SLC3A1 NP_000332.2
SLC40A1 NP_055400.1
SLC43A1 NP_003618.1
SLC44A2 NP_065161.3
SLC47A1 NP_060712.2
SLC49A4 NP_116228.1
SLC4A1 NP_000333.1
SLC4A11 NP_114423.1
SLC4A3 NP_005061.3
SLC4A4 NP_001091954.1
SLC4A7 NP_003606.3
SLC4A9 NP_113655.2
SLC52A3 NP_212134.3
SLC5A1 NP_000334.1
SLC5A11 NP_001339177.1
SLC5A9 NP_001011547.2
SLC6A1 NP_003033.3
SLC6A11 NP_055044.1
SLC6A13 NP_057699.2
SLC6A14 NP_009162.1
SLC6A17 NP_001010898.1
SLC6A18 NP_872438.2
SLC6A19 NP_001003841.1
SLC6A2 NP_001165972.1
SLC6A2 NP_001165975.1
SLC6A20 NP_064593.1
SLC6A3 NP_001035.1
SLC6A4 NP_001036.1
SLC6A5 NP_004202.4
SLC6A8 NP_005620.1
SLC7A10 NP_062823.1
SLC7A11 NP_055146.1
SLC7A13 NP_620172.2
SLC7A5 NP_003477.4
SLC7A6 NP_003974.3
SLC9A3R1 NP_004243.1
SLC9A3R2 NP_001123484.1
SLC9A4 NP_001011552.2
SLC9A5 NP_004585.1
SLC9A9 NP_775924.1
SLC9B2 NP_849155.2
SLC9C1 NP_898884.1
SLCO3A1 NP_037404.2
SLCO4A1 NP_057438.3
SLF1 NP_115666.2
SLF2 NP_060591.3
SLFN14 NP_001123292.1
SLFN5 NP_659412.3
SLIT3 NP_003053.2
SLITRK1 NP_001268432.1
SLITRK5 NP_001371538.1
SLMAP NP_009090.2
SLU7 NP_006416.3
SLURP1 NP_065160.1
SLURP2 NP_803253.1
SLX4 NP_115820.2
SLX4IP NP_001009608.1
SMAD2 NP_005892.1
SMAD4 NP_005350.1
SMAD6 NP_005576.3
SMARCA1 NP_001269803.1
SMARCA1 NP_003060.2
SMARCA2 NP_003061.3
SMARCAD1 NP_064544.2
SMARCAL1 NP_054859.2
SMARCB1 NP_003064.2
SMARCD2 NP_001091896.1
SMC2 NP_006435.2
SMC3 NP_005436.1
SMC4 NP_001002800.1
SMCO2 NP_001382137.1
SMG6 NP_060045.4
SMG7 NP_001362513.1
SMG8 NP_060619.4
SMG9 NP_061981.2
SMN1 NP_000335.1
SMO NP_005622.1
SMOC1 NP_001030024.1
SMPD1 NP_000534.3
SMPDL3A NP_006705.1
SMPDL3B NP_055289.2
SMS NP_004586.2
SMTN NP_599031.1
SMYD1 NP_938015.1
SNAP29 NP_004773.1
SNAP47 NP_001310864.1
SNCA NP_000336.1
SNCAIP NP_005451.2
SND1 NP_055205.2
SNED1 NP_001073906.1
SNRK NP_060189.3
SNRNP200 NP_054733.2
SNRNP35 NP_073208.1
SNRNP40 NP_004805.2
SNTA1 NP_003089.1
SNTB2 NP_006741.1
SNTG1 NP_061840.1
SNTG2 NP_061841.2
SNTN NP_001074006.1
SNX15 NP_037438.2
SNX18 NP_001096045.1
SNX19 NP_055573.3
SNX27 NP_001317652.1
SNX33 NP_695003.1
SNX4 NP_003785.1
SNX8 NP_037453.1
SOAT1 NP_003092.4
SOAT2 NP_003569.1
SOCS1 NP_003736.1
SOD1 NP_000445.1
SOD2 NP_000627.2
SOD3 NP_003093.2
SON NP_620305.3
SORBS1 NP_001030126.2
SORBS3 NP_005766.3
SORCS1 NP_001013049.1
SORCS2 NP_065828.2
SORCS3 NP_055793.1
SORD NP_003095.2
SORL1 NP_003096.2
SORT1 NP_002950.3
SOS1 NP_005624.2
SOS2 NP_008870.2
SOST NP_079513.1
SOX10 NP_008872.1
SOX11 NP_003099.1
SOX13 NP_005677.2
SOX17 NP_071899.1
SOX18 NP_060889.1
SOX2 NP_003097.1
SOX4 NP_003098.1
SOX6 NP_001354802.1
SOX9 NP_000337.1
SP1 NP_612482.2
SP100 NP_001073860.1
SP110 NP_004500.4
SP7 NP_001166938.1
SPA17 NP_059121.1
SPACA3 NP_776246.1
SPAG1 NP_003105.2
SPAG16 NP_078808.3
SPAG17 NP_996879.1
SPAG7 NP_004881.2
SPAG9 NP_001124000.1
SPAM1 NP_003108.2
SPAM1 NP_694859.1
SPARC NP_003109.1
SPARCL1 NP_004675.3
SPAST NP_055761.2
SPATA13 NP_694568.1
SPATA18 NP_660306.1
SPATA2 NP_006029.1
SPATA20 NP_073738.2
SPATA2L NP_689552.2
SPATA31D1 NP_001001670.1
SPATA31E1 NP_849150.3
SPATA5 NP_660208.2
SPATA5L1 NP_076968.2
SPATA7 NP_060888.2
SPATC1 NP_940974.2
SPATS2L NP_001093893.1
SPECC1 NP_001230368.1
SPECC1L NP_056145.4
SPEM2 NP_783861.3
SPG11 NP_079413.3
SPG7 NP_003110.1
SPHK1 NP_892010.2
SPHK2 NP_064511.2
SPIC NP_689536.1
SPINK1 NP_003113.2
SPINK5 NP_001121170.1
SPINK5 NP_006837.2
SPINT1 NP_003701.1
SPNS2 NP_001118230.1
SPNS3 NP_872344.3
SPOCD1 NP_653170.3
SPOCK2 NP_001231879.1
SPOCK3 NP_058646.2
SPP1 NP_001035147.1
SPP2 NP_008875.1
SPPL2C NP_787078.2
SPPL3 NP_620584.2
SPR NP_003115.1
SPRED1 NP_689807.1
SPTA1 NP_003117.2
SPTAN1 NP_001123910.1
SPTBN1 NP_003119.2
SPTBN4 NP_066022.2
SPTLC1 NP_006406.1
SPTLC2 NP_004854.1
SPTLC3 NP_060797.2
SPZ1 NP_115956.3
SRA1 NP_001030312.2
SRBD1 NP_060549.4
SRC NP_938033.1
SRD5A2 NP_000339.2
SRD5A3 NP_078868.1
SREBF1 NP_001005291.1
SREBF2 NP_004590.2
SRFBP1 NP_689759.2
SRGAP1 NP_065813.1
SRGAP3 NP_055665.1
SRGN NP_002718.2
SRP19 NP_003126.1
SRP72 NP_008878.3
SRPK3 NP_055185.2
SRPRA NP_003130.2
SRPX NP_006298.1
SRPX2 NP_055282.1
SRR NP_068766.1
SRRM1 NP_005830.2
SRRM2 NP_057417.3
SRRM4 NP_919262.2
SRRM5 NP_001139113.1
SRY NP_003131.1
SS18 NP_001007560.1
SSB NP_003133.1
SSBP1 NP_003134.1
SSBP4 NP_001009998.1
SSC4D NP_542782.1
SSC5D NP_001138422.1
SSH2 NP_203747.2
SSPN NP_005077.2
SSR3 NP_009038.1
ST14 NP_068813.1
ST18 NP_055497.1
ST3GAL1 NP_775479.1
ST3GAL4 NP_006269.1
ST3GAL5 NP_003887.3
ST6GALNAC5 NP_112227.1
ST8SIA5 NP_037437.2
STAB1 NP_055951.2
STAB2 NP_060034.9
STAC3 NP_659501.1
STAG1 NP_005853.2
STAG2 NP_001036215.1
STAG3 NP_001269645.1
STAG3 NP_001269646.1
STAMBP NP_998787.1
STAR NP_000340.2
STARD3NL NP_114405.1
STAT1 NP_009330.1
STAT2 NP_005410.1
STAT3 NP_003141.2
STAT3 NP_644805.1
STAT4 NP_003142.1
STAT5A NP_001275647.1
STAT5B NP_036580.2
STAT6 NP_003144.3
STAU2 NP_001157852.1
STEAP3 NP_060704.2
STEAP4 NP_078912.2
STIM1 NP_003147.2
STING1 NP_938023.1
STK11 NP_000446.1
STK17A NP_004751.2
STK26 NP_057626.2
STK3 NP_006272.2
STK4 NP_006273.1
STKLD1 NP_714921.4
STN1 NP_079204.2
STOML2 NP_038470.1
STON1 NP_006864.2
STOX1 NP_689922.3
STOX2 NP_064610.1
STRA6 NP_071764.3
STRADA NP_001003787.1
STRADB NP_061041.2
STRBP NP_060857.2
STRIP2 NP_065755.1
STRN4 NP_037535.2
STS NP_000342.2
STUB1 NP_005852.2
STX11 NP_003755.2
STX16 NP_001001433.1
STX17 NP_060389.2
STX1B NP_443106.1
STX2 NP_919337.1
STX5 NP_003155.2
STXBP1 NP_001027392.1
STXBP2 NP_008880.2
STXBP5 NP_001121187.1
STXBP5 NP_640337.3
STYXL2 NP_001073895.1
SUCLG1 NP_003840.2
SUCLG2 NP_001171070.1
SUFU NP_057253.2
SUGP2 NP_001017392.2
SUGT1 NP_001124384.1
SULF1 NP_001121677.1
SULT1A2 NP_001045.2
SULT1B1 NP_055280.2
SULT1C2 NP_001047.1
SULT1C3 NP_001008743.1
SULT2A1 NP_003158.2
SULT2B1 NP_814444.1
SUMF1 NP_877437.2
SUMO4 NP_001002255.1
SUN1 NP_001124437.1
SUN2 NP_056189.1
SUN5 NP_542406.2
SUOX NP_001027558.1
SUSD6 NP_055549.1
SV2B NP_001309961.1
SVIL NP_068506.2
SWT1 NP_060143.4
SYCP1 NP_003167.2
SYK NP_003168.2
SYN1 NP_008881.2
SYN3 NP_003481.3
SYNC NP_110413.3
SYNE4 NP_001034965.1
SYNGR4 NP_036583.2
SYNJ1 NP_003886.3
SYNM NP_663780.2
SYPL2 NP_001035799.1
SYT10 NP_945343.1
SYT12 NP_808878.1
SYT14 NP_001139733.1
SYT16 NP_001354585.1
SYT4 NP_065834.1
SYT8 NP_612634.4
SYTL1 NP_116261.1
SYTL2 NP_001381379.1
SYTL3 NP_001009991.2
TAAR1 NP_612200.1
TAAR5 NP_003958.2
TAAR6 NP_778237.1
TAAR8 NP_444508.1
TAAR9 NP_778227.3
TAB1 NP_006107.1
TACC2 NP_996744.4
TACC3 NP_006333.1
TACO1 NP_057444.2
TACR2 NP_001048.2
TACR3 NP_001050.1
TACSTD2 NP_002344.2
TADA2B NP_689506.2
TAF1A NP_005672.1
TAF2 NP_003175.2
TAF4B NP_005631.1
TAF6 NP_647476.1
TAF6L NP_006464.1
TAF8 NP_612639.2
TAGLN NP_003177.2
TALDO1 NP_006746.1
TANC2 NP_079461.2
TANGO6 NP_078838.1
TAOK2 NP_057235.2
TAP2 NP_000535.3
TAPBP NP_003181.3
TAPBPL NP_060479.3
TAPT1 NP_699196.2
TARDBP NP_031401.1
TARS2 NP_079426.2
TAS1R1 NP_619642.2
TAS1R2 NP_689418.2
TAS1R3 NP_689414.2
TAS2R4 NP_058640.1
TAS2R41 NP_795364.2
TAS2R9 NP_076406.1
TASP1 NP_060184.2
TAT NP_000344.1
TAX1BP1 NP_006015.4
TAZ NP_000107.1
TBC1D1 NP_055988.2
TBC1D12 NP_056003.1
TBC1D2 NP_001254500.1
TBC1D20 NP_653229.1
TBC1D24 NP_001186036.1
TBC1D24 NP_065756.1
TBC1D31 NP_663622.2
TBC1D32 NP_689943.4
TBC1D7 NP_057579.1
TBCD NP_005984.3
TBCE NP_003184.1
TBCEL NP_001350573.1
TBCK NP_001156907.2
TBK1 NP_037386.1
TBL1XR1 NP_001308123.1
TBL1XR1 NP_078941.2
TBL2 NP_036585.1
TBR1 NP_006584.1
TBRG4 NP_004740.2
TBX1 NP_542378.1
TBX15 NP_001317606.1
TBX18 NP_001073977.1
TBX21 NP_037483.1
TBX22 NP_001103348.1
TBX4 NP_001308049.1
TBX5 NP_000183.2
TBX6 NP_004599.2
TBXA2R NP_001051.1
TBXAS1 NP_001052.3
TBXT NP_003172.1
TCAIM NP_776187.2
TCAP NP_003664.1
TCEANC NP_689847.2
TCEANC2 NP_694580.1
TCERG1L NP_777597.2
TCF12 NP_996920.1
TCF21 NP_003197.2
TCF25 NP_055787.1
TCF4 NP_001077431.1
TCF7L2 NP_001139746.1
TCHP NP_001137324.1
TCIRG1 NP_006010.2
TCL1A NP_068801.1
TCN1 NP_001053.2
TCN2 NP_000346.2
TCOF1 NP_001358552.1
TCP11L2 NP_689985.1
TCTN3 NP_056446.4
TDG NP_003202.3
TDGF1 NP_003203.1
TDP1 NP_060789.2
TDP2 NP_057698.2
TDRD1 NP_001382134.1
TDRD7 NP_055105.2
TDRD9 NP_694591.2
TEAD2 NP_001243589.1
TECPR1 NP_056210.1
TECPR2 NP_055659.2
TECTA NP_005413.2
TEDC1 NP_001354107.1
TEK NP_000450.2
TEKT3 NP_114104.1
TEKT4 NP_653306.1
TELO2 NP_057195.2
TENM2 NP_001116151.1
TENM2 XP_005266009.1
TENM2 XP_016865149.1
TENM3 NP_001073946.1
TENM4 NP_001092286.2
TENT2 NP_001107866.1
TENT5A NP_060103.2
TEP1 NP_009041.2
TERT NP_937983.2
TES NP_056456.1
TESK1 NP_006276.2
TET1 NP_085128.2
TET2 NP_001120680.1
TEX14 NP_112562.3
TEX26 NP_689538.1
TEX264 NP_057010.1
TEX37 NP_689883.1
TEX47 NP_689919.1
TEX9 NP_940926.1
TF NP_001054.2
TFAM NP_003192.1
TFG NP_006061.2
TFPI NP_006278.1
TFPI2 NP_006519.1
TFPT NP_037474.1
TFR2 NP_003218.2
TG NP_003226.4
TGDS NP_055120.1
TGFB1 NP_000651.3
TGFB3 NP_003230.1
TGFBI NP_000349.1
TGFBR1 NP_004603.1
TGFBR2 NP_001020018.1
TGFBR2 NP_003233.4
TGFBR3 NP_003234.2
TGM1 NP_000350.1
TGM2 NP_004604.2
TGM3 NP_003236.3
TGM4 NP_003232.2
TGM5 NP_963925.2
TGM6 NP_945345.2
TGS1 NP_079107.6
THAP1 NP_060575.1
THAP12 NP_004696.2
THAP3 NP_001182682.1
THAP3 NP_612359.2
THAP9 NP_078948.3
THBD NP_000352.1
THBS1 NP_003237.2
THBS2 NP_003238.2
THBS4 NP_003239.2
THEG NP_057669.1
THEM4 NP_444283.2
THEM5 NP_872384.2
THG1L NP_060342.2
THNSL1 NP_079114.3
THOC6 NP_077315.2
THPO NP_000451.1
THRA NP_001177848.1
THSD4 NP_079093.2
THSD7B NP_001303278.1
THTPA NP_077304.1
THUMPD3 NP_001107564.1
TIAM1 NP_001340623.1
TICAM1 NP_891549.1
TICRR NP_689472.3
TIE1 NP_005415.1
TIGD4 NP_663772.1
TIMM22 NP_037469.2
TIMM44 NP_006342.2
TIMM50 NP_001001563.2
TIMM8A NP_004076.1
TIMMDC1 NP_057673.2
TIMP1 NP_003245.1
TINAG NP_055279.3
TINF2 NP_001092744.1
TJP1 NP_001317168.1
TJP1 NP_003248.3
TJP2 NP_004808.2
TK2 NP_004605.4
TKFC NP_056348.2
TKT NP_001055.1
TKTL2 NP_115512.3
TLDC2 NP_542195.1
TLE4 NP_008936.2
TLK2 NP_006843.2
TLN1 NP_006280.3
TLN2 NP_055874.2
TLR1 NP_003254.2
TLR2 NP_001305718.1
TLR3 NP_003256.1
TLR4 NP_612564.1
TLR5 NP_003259.2
